Name,URL,Query,Rating,Reviews,Phone,Address,Website
Comrade Cycles,https://www.google.com/maps/place/Comrade+Cycles/data=!4m7!3m6!1s0x880e2d34d364eb51:0xcbd82ad4913c2385!8m2!3d41.8960559!4d-87.6750243!16s%2Fg%2F1tdcxp3w!19sChIJUetk0zQtDogRhSM8kdQq2Ms?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.9,269,-,-,-
Electric Movement,https://www.google.com/maps/place/Electric+Movement/data=!4m7!3m6!1s0x880fd356dd93d2bd:0xb77a44f90193b211!8m2!3d41.9109794!4d-87.6374746!16s%2Fg%2F11sry6jj_8!19sChIJvdKT3VbTD4gREbKTAflEerc?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,3.9,79,-,-,-
Working Bikes,https://www.google.com/maps/place/Working+Bikes/data=!4m7!3m6!1s0x880e2d9a859e5aa3:0x23c99343e1068378!8m2!3d41.8471641!4d-87.6857472!16s%2Fg%2F1td9r2_4!19sChIJo1qehZotDogReIMG4UOTySM?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.5,283,-,-,-
Smart Bike Parts,https://www.google.com/maps/place/Smart+Bike+Parts/data=!4m7!3m6!1s0x880fcd6742d2e2e3:0x47208eea28f3a884!8m2!3d41.9172095!4d-87.7037728!16s%2Fg%2F1thcsyn_!19sChIJ4-LSQmfND4gRhKjzKOqOIEc?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.6,226,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2cb07d882771:0x514491d6afe8657a!8m2!3d41.8860209!4d-87.6308761!16s%2Fg%2F11cjh_sj35!19sChIJcSeIfbAsDogRemXor9aRRFE?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,2,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2ca39b854719:0xef38d808c8cd4cbc!8m2!3d41.8794725!4d-87.6256886!16s%2Fg%2F11cjj041k2!19sChIJGUeFm6MsDogRvEzNyAjYOO8?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,3.0,2,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e290bb3d4aae7:0x1fe5b4200d0bdcfd!8m2!3d41.7917282!4d-87.583945!16s%2Fg%2F11cjkpd65t!19sChIJ56rUswspDogR_dwLDSC05R8?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.5,2,-,-,-
Wheel of Time Bikes & Boards,https://www.google.com/maps/place/Wheel+of+Time+Bikes+%26+Boards/data=!4m7!3m6!1s0x880e2d071743c4c1:0x8abf0d5b5acbed2!8m2!3d41.8575646!4d-87.6695009!16s%2Fg%2F1261_1n69!19sChIJwcRDFwctDogR0r6stdXwqwg?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,3.8,84,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd2c762fddb4b:0xa4672757fccd6d80!8m2!3d41.9094001!4d-87.67769!16s%2Fg%2F11btmqs9qv!19sChIJS9v9YsfSD4gRgG3N_FcnZ6Q?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,2,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2c99282cd211:0x2ab606df5e135d1!8m2!3d41.8727731!4d-87.623981!16s%2Fg%2F11d_dvcm4p!19sChIJEdIsKJksDogR0TXh9W1gqwI?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,3.3,3,-,-,-
Mox Multisport,https://www.google.com/maps/place/Mox+Multisport/data=!4m7!3m6!1s0x880e2cc540e27dc3:0xda536ce40582cafe!8m2!3d41.884844!4d-87.6448116!16s%2Fg%2F1tdz5dpk!19sChIJw33iQMUsDogR_sqCBeRsU9o?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.8,98,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd3e81c398c01:0xf7305e8db68061fe!8m2!3d41.9639821!4d-87.638181!16s%2Fg%2F1ygbb7p8y!19sChIJAYw5HOjTD4gR_mGAto1eMPc?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,3,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2cb3dd940f5f:0x2559505dd419a1c4!8m2!3d41.890762!4d-87.631697!16s%2Fg%2F1pty5gv3h!19sChIJXw-U3bMsDogRxKEZ1F1QWSU?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,2,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2ca2d05125a3:0x206a7ff19b7f728c!8m2!3d41.874053!4d-87.627716!16s%2Fg%2F1ptv_jzq6!19sChIJoyVR0KIsDogRjHJ_m_F_aiA?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.5,2,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2ca963faa8df:0xf3bdbd841925d7d!8m2!3d41.8905731!4d-87.622072!16s%2Fg%2F1ptxgfj3q!19sChIJ36j6Y6ksDogRfV2SQdjbOw8?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,3.0,8,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd264ce769c75:0x25014a730f721c6!8m2!3d41.9430341!4d-87.687288!16s%2Fg%2F11cjh_w8ph!19sChIJdZx2zmTSD4gRxiH3MKcUUAI?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,3.8,4,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd3514c69d8c1:0xedf2c36c5e480958!8m2!3d41.9009635!4d-87.623767!16s%2Fg%2F11b6dh2_3q!19sChIJwdhpTFHTD4gRWAlIXmzD8u0?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,2.8,6,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e297533e55ecf:0x7140f1ca95479055!8m2!3d41.7952121!4d-87.580715!16s%2Fg%2F1pt_m69jr!19sChIJz17lM3UpDogRVZBHlcrxQHE?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,2,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd306d0fa82db:0x7d8c72e8706a98c!8m2!3d41.9365031!4d-87.647543!16s%2Fg%2F1ptyyzj54!19sChIJ24L60AbTD4gRjKkGhy7H2Ac?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,2,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd30d5a3f537d:0x8a2fe83331182da3!8m2!3d41.9258581!4d-87.638973!16s%2Fg%2F11cjj11fhs!19sChIJfVM_Wg3TD4gRoy0YMTPoL4o?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,3.5,2,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd30b499399bd:0x423940e92d58fa56!8m2!3d41.93132!4d-87.638742!16s%2Fg%2F1ptwzlmr9!19sChIJvZmTSQvTD4gRVvpYLelAOUI?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.3,3,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2cafc57ef963:0xfbab8c2e34f7aca7!8m2!3d41.8868751!4d-87.62603!16s%2Fg%2F1ptx3qhqf!19sChIJY_l-xa8sDogRp6z3NC6Mq_s?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,2.8,6,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2cbd7a490e2b:0xcae979d97778226e!8m2!3d41.8759301!4d-87.63058!16s%2Fg%2F1pty7rs4s!19sChIJKw5Jer0sDogRbiJ4d9l56co?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,2,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd19f817e0e3f:0x180643e01fac1142!8m2!3d41.9947798!4d-87.6602845!16s%2Fg%2F11cjjhf2p7!19sChIJPw5-gZ_RD4gRQhGsH-BDBhg?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.5,2,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd3b0c727f6bd:0x57e0416524832117!8m2!3d41.945529!4d-87.646439!16s%2Fg%2F1ygbb6zgq!19sChIJvfYnx7DTD4gRFyGDJGVB4Fc?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.5,4,-,-,-
Oscar Wastyn Cycles,https://www.google.com/maps/place/Oscar+Wastyn+Cycles/data=!4m7!3m6!1s0x880fd29cc0482a13:0xf92ab055158bd1ae!8m2!3d41.9250405!4d-87.6939515!16s%2Fg%2F1tcz8xw8!19sChIJEypIwJzSD4gRrtGLFVWwKvk?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.2,63,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd306d0fa82db:0x1f543a2c8a867cb!8m2!3d41.9375824!4d-87.6440978!16s%2Fg%2F1pv0t5v7r!19sChIJ24L60AbTD4gRy2eoyKJD9QE?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,2,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2caf45bb9aad:0xe1c7ea528781cfc9!8m2!3d41.8860221!4d-87.624398!16s%2Fg%2F1pwfcnd0k!19sChIJrZq7Ra8sDogRyc-Bh1Lqx-E?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,2.4,5,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd20986c269cb:0x9440ee565710f918!8m2!3d41.9610681!4d-87.695439!16s%2Fg%2F11cjh_4tqz!19sChIJy2nChgnSD4gRGPkQV1buQJQ?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.7,3,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2cbc95922fd1:0x3f7634ea4d1a1e1d!8m2!3d41.8793565!4d-87.629791!16s%2Fg%2F1ptwqgy0c!19sChIJ0S-SlbwsDogRHR4aTeo0dj8?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.0,1,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd3d71a1df933:0x522348e6a852c5a0!8m2!3d41.9716001!4d-87.650154!16s%2Fg%2F11flw4fy5n!19sChIJM_kdGtfTD4gRoMVSqOZII1I?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,2,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2b50db7aa8a7:0xeec4638717602002!8m2!3d41.8869761!4d-87.612813!16s%2Fg%2F11hynmg2sy!19sChIJp6h621ArDogRAiBgF4djxO4?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,1,-,-,-
"Golas and Sons Bicycle Repair, LLC","https://www.google.com/maps/place/Golas+and+Sons+Bicycle+Repair,+LLC/data=!4m7!3m6!1s0x880e2d9eeaae0367:0x43966971aa39ddbe!8m2!3d41.8705091!4d-87.6245791!16s%2Fg%2F11q1lls4ty!19sChIJZwOu6p4tDogRvt05qnFplkM?authuser=0&hl=en&rclk=1",Bike rentals in Chicago Illinois,4.8,54,-,-,-
Bike the Preserves - Dan Ryan Woods,https://www.google.com/maps/place/Bike+the+Preserves+-+Dan+Ryan+Woods/data=!4m7!3m6!1s0x880e2ff43c9e92c5:0x42c665dce6c15dde!8m2!3d41.7407813!4d-87.6820598!16s%2Fg%2F11cs060ljp!19sChIJxZKePPQvDogR3l3B5txlxkI?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.0,1,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2ca2119f2fcb:0x624af6f65659b06b!8m2!3d41.8777679!4d-87.624164!16s%2Fg%2F1pt_t0ggw!19sChIJyy-fEaIsDogRa7BZVvb2SmI?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,2.4,5,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd35a4ea7143f:0x58493f89f7eebf!8m2!3d41.9183061!4d-87.636282!16s%2Fg%2F11h2ghdkhr!19sChIJPxSnTlrTD4gRv-73iT9JWAA?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,1.0,1,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd3b81cf6e7b5:0x4ca0d67d8a8280b0!8m2!3d41.954383!4d-87.648043!16s%2Fg%2F11hynmtx5x!19sChIJtef2HLjTD4gRsICCin3WoEw?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,3.7,3,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2ca2119f2fcb:0xdff820d17ecf0231!8m2!3d41.8758762!4d-87.6241892!16s%2Fg%2F12llc31s3!19sChIJyy-fEaIsDogRMQLPftEg-N8?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,1,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2b550a92061b:0xa4387767e1fe40b8!8m2!3d41.8925922!4d-87.6172891!16s%2Fg%2F11rkn5rwwf!19sChIJGwaSClUrDogRuED-4Wd3OKQ?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,1,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd30c1ce8bba5:0x66b31c353b11ca5b!8m2!3d41.929546!4d-87.643118!16s%2Fg%2F1ptzlr5w7!19sChIJpbvoHAzTD4gRW8oROzUcs2Y?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,1,-,-,-
velofix Chicago,https://www.google.com/maps/place/velofix+Chicago/data=!4m7!3m6!1s0x880fcddd7f0d71b7:0x5527c703edbca72a!8m2!3d41.8546818!4d-87.7319639!16s%2Fg%2F11nfs8vjvg!19sChIJt3ENf93ND4gRKqe87QPHJ1U?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.9,37,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2b55f7d36501:0xe69b3e3d4b51570d!8m2!3d41.8908471!4d-87.6186168!16s%2Fg%2F11mvn1kcxb!19sChIJAWXT91UrDogRDVdRSz0-m-Y?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,1,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2cbe57533815:0xe113fe3a556d40a7!8m2!3d41.8777081!4d-87.6353211!16s%2Fg%2F1ptvstj6c!19sChIJFThTV74sDogRp0BtVTr-E-E?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,1,-,-,-
Chicago Bike Adventures,https://www.google.com/maps/place/Chicago+Bike+Adventures/data=!4m7!3m6!1s0x880e2da6fbac6501:0xd9725f72b50ccff6!8m2!3d41.9052318!4d-87.6690518!16s%2Fg%2F11jyjfpm02!19sChIJAWWs-6YtDogR9s8MtXJfctk?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,9,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2cba6e833c75:0x23fea375f85fdb8e!8m2!3d41.884295!4d-87.633963!16s%2Fg%2F1ptyj7n_r!19sChIJdTyDbrosDogRjttf-HWj_iM?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,3.0,1,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd223bd912f4f:0x491bfb46039d36dd!8m2!3d41.968445!4d-87.674226!16s%2Fg%2F11cjj0v_rx!19sChIJTy-RvSPSD4gR3TadA0b7G0k?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,1,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2cbb4160ff53:0xd981a6098e6a6f3f!8m2!3d41.8813199!4d-87.6295209!16s%2Fg%2F11hynmvjqh!19sChIJU_9gQbssDogRP29qjgmmgdk?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,3.0,1,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd3ba4f7dae21:0xc1fc147b150f67f8!8m2!3d41.926277!4d-87.630834!16s%2Fg%2F11f5vdx_46!19sChIJIa59T7rTD4gR-GcPFXsU_ME?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,1,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd3038fcc3bdb:0x44ff76624893ff1a!8m2!3d41.9287121!4d-87.653833!16s%2Fg%2F11cjh_15mv!19sChIJ2zvMjwPTD4gRGv-TSGJ2_0Q?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.0,2,-,-,-
Electric Planet E-Bike Rentals llc.,https://www.google.com/maps/place/Electric+Planet+E-Bike+Rentals+llc./data=!4m7!3m6!1s0x2f790e069f0c6f37:0xcef621a9e3496f21!8m2!3d41.833733!4d-87.7319639!16s%2Fg%2F11v3vtpg08!19sChIJN28MnwYOeS8RIW9J46kh9s4?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,0.0,0,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd34172aeba23:0x4a36fe75d55eab7!8m2!3d41.9121331!4d-87.634656!16s%2Fg%2F11h42_h525!19sChIJI7quckHTD4gRt-pVXedvowQ?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,1,-,-,-
Yojimbo's Garage,https://www.google.com/maps/place/Yojimbo%27s+Garage/data=!4m7!3m6!1s0x880fd339e4d2ae5f:0x57a9be57f428b129!8m2!3d41.905793!4d-87.642763!16s%2Fg%2F1tfsh_pf!19sChIJX67S5DnTD4gRKbEo9Fe-qVc?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.9,55,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2ca54538f17d:0x8c72e29b2771d5c9!8m2!3d41.8846212!4d-87.6278342!16s%2Fg%2F11c6ttwpgl!19sChIJffE4RaUsDogRydVxJ5vicow?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,0.0,0,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880fd1d8d1c2684d:0x35ffee65b187e3fb!8m2!3d42.0482141!4d-87.683485!16s%2Fg%2F11f9v2xwdq!19sChIJTWjC0djRD4gR--OHsWXu_zU?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,4.8,5,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2ca5c028d72d:0xc7a6807e52a4dd24!8m2!3d41.8839842!4d-87.624684!16s%2Fg%2F11h4zhx_ft!19sChIJLdcowKUsDogRJN2kUn6Apsc?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,0.0,0,-,-,-
Divvy,https://www.google.com/maps/place/Divvy/data=!4m7!3m6!1s0x880e2971ae11f757:0x49a2726e80adaf15!8m2!3d41.8024061!4d-87.586924!16s%2Fg%2F11cjh_15my!19sChIJV_cRrnEpDogRFa-tgG5yokk?authuser=0&hl=en&rclk=1,Bike rentals in Chicago Illinois,5.0,1,-,-,-
